Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
20711,no_value,Nepal,2020-04-07,9.0,0.0
8027,Jiangsu,China,2020-03-08,631.0,0.0
1861,no_value,Austria,2020-02-27,3.0,0.0
17030,no_value,Jordan,2020-03-05,1.0,0.0
26109,no_value,Taiwan*,2020-01-24,3.0,0.0
35411,no_value,Western Sahara,2020-04-01,0.0,0.0
3119,no_value,Bolivia,2020-03-02,0.0,0.0
22657,no_value,Peru,2020-04-15,11475.0,254.0
32987,Wisconsin,US,2020-03-02,0.0,0.0
15652,no_value,Honduras,2020-02-24,0.0,0.0
9247,Sichuan,China,2020-02-03,254.0,1.0
33901,Cayman Islands,United Kingdom,2020-03-04,0.0,0.0
29991,Missouri,US,2020-01-30,0.0,0.0
28318,Guam,US,2020-03-07,0.0,0.0
35495,no_value,Zambia,2020-03-02,0.0,0.0
6843,Guangxi,China,2020-01-24,23.0,0.0
27434,Arkansas,US,2020-04-04,743.0,14.0
21604,no_value,Niger,2020-03-19,0.0,0.0
19309,no_value,Mali,2020-03-04,0.0,0.0
4451,Alberta,Canada,2020-01-26,0.0,0.0
9940,no_value,Colombia,2020-02-12,0.0,0.0
24877,no_value,Slovenia,2020-02-15,0.0,0.0
473,no_value,Angola,2020-02-07,0.0,0.0
34021,Channel Islands,United Kingdom,2020-03-10,1.0,0.0
32189,Texas,US,2020-03-02,0.0,0.0
3258,no_value,Bosnia and Herzegovina,2020-03-27,237.0,4.0
22616,no_value,Peru,2020-03-05,0.0,0.0
10184,no_value,Congo (Kinshasa),2020-02-28,0.0,0.0
995,Australian Capital Territory,Australia,2020-04-13,102.0,2.0
8691,Qinghai,China,2020-02-17,18.0,0.0
30711,New Mexico,US,2020-03-06,0.0,0.0
11787,no_value,Ecuador,2020-03-06,13.0,0.0
24804,no_value,Slovakia,2020-03-27,269.0,0.0
23848,no_value,San Marino,2020-02-12,0.0,0.0
16717,no_value,Italy,2020-04-03,119827.0,14681.0
32303,Utah,US,2020-03-02,0.0,0.0
32644,Virginia,US,2020-03-01,0.0,0.0
14781,no_value,Greece,2020-04-05,1735.0,73.0
30232,Nebraska,US,2020-02-12,0.0,0.0
21433,no_value,Nicaragua,2020-01-22,0.0,0.0
35503,no_value,Zambia,2020-03-10,0.0,0.0
20943,"Bonaire, Sint Eustatius and Saba",Netherlands,2020-04-11,2.0,0.0
28857,Iowa,US,2020-02-05,0.0,0.0
31057,North Dakota,US,2020-03-10,0.0,0.0
7542,Hong Kong,China,2020-02-08,26.0,1.0
10801,no_value,Cyprus,2020-04-15,715.0,12.0
20656,no_value,Nepal,2020-02-12,1.0,0.0
20877,"Bonaire, Sint Eustatius and Saba",Netherlands,2020-02-05,0.0,0.0
22702,no_value,Philippines,2020-02-06,2.0,1.0
2533,no_value,Belarus,2020-02-15,0.0,0.0
28339,Guam,US,2020-03-28,55.0,1.0
17412,no_value,"Korea, South",2020-04-14,10564.0,222.0
24119,no_value,Saudi Arabia,2020-03-26,1012.0,3.0
31932,South Dakota,US,2020-02-02,0.0,0.0
33559,Anguilla,United Kingdom,2020-03-04,0.0,0.0
29574,Massachusetts,US,2020-03-09,0.0,0.0
14637,no_value,Ghana,2020-03-06,0.0,0.0
9590,Xinjiang,China,2020-02-04,29.0,0.0
29688,Michigan,US,2020-03-09,0.0,0.0
29658,Michigan,US,2020-02-08,0.0,0.0
7896,Inner Mongolia,China,2020-02-20,75.0,0.0
1210,Northern Territory,Australia,2020-03-31,17.0,0.0
21803,no_value,North Macedonia,2020-02-19,0.0,0.0
14505,no_value,Germany,2020-02-17,16.0,0.0
4501,Alberta,Canada,2020-03-16,56.0,0.0
3905,no_value,Burma,2020-02-19,0.0,0.0
28047,Florida,US,2020-01-24,0.0,0.0
6272,Beijing,China,2020-01-23,22.0,0.0
28915,Iowa,US,2020-04-03,699.0,11.0
18993,no_value,Malawi,2020-03-30,0.0,0.0
282,no_value,Algeria,2020-03-15,48.0,4.0
13703,Saint Barthelemy,France,2020-02-13,0.0,0.0
18093,no_value,Lebanon,2020-04-11,619.0,20.0
10666,no_value,Cuba,2020-03-25,57.0,1.0
12921,French Guiana,France,2020-02-29,0.0,0.0
33590,Anguilla,United Kingdom,2020-04-04,3.0,0.0
8173,Jiangxi,China,2020-04-09,937.0,1.0
29601,Massachusetts,US,2020-04-05,12500.0,231.0
21277,no_value,Netherlands,2020-04-03,15723.0,1487.0
24923,no_value,Slovenia,2020-04-01,841.0,15.0
29333,Maine,US,2020-02-25,0.0,0.0
23114,no_value,Qatar,2020-04-16,4103.0,7.0
22831,no_value,Poland,2020-02-21,0.0,0.0
27644,Colorado,US,2020-03-17,160.0,2.0
27391,Arkansas,US,2020-02-21,0.0,0.0
10660,no_value,Cuba,2020-03-19,11.0,1.0
10327,no_value,Costa Rica,2020-03-28,295.0,2.0
23527,no_value,Saint Kitts and Nevis,2020-03-04,0.0,0.0
25161,no_value,South Africa,2020-04-11,2028.0,25.0
34219,Gibraltar,United Kingdom,2020-02-09,0.0,0.0
31297,Oklahoma,US,2020-03-22,67.0,2.0
11061,Greenland,Denmark,2020-01-24,0.0,0.0
16943,no_value,Japan,2020-04-01,2178.0,57.0
8283,Jilin,China,2020-04-05,98.0,1.0
15794,no_value,Hungary,2020-03-23,167.0,7.0
11356,no_value,Diamond Princess,2020-03-31,712.0,10.0
21473,no_value,Nicaragua,2020-03-02,0.0,0.0
25953,no_value,Switzerland,2020-04-05,21100.0,715.0
23306,no_value,Russia,2020-03-11,20.0,0.0
29886,Mississippi,US,2020-02-08,0.0,0.0
15865,no_value,Iceland,2020-02-09,0.0,0.0
7667,Hubei,China,2020-02-19,62031.0,2029.0
10326,no_value,Costa Rica,2020-03-27,263.0,2.0
31289,Oklahoma,US,2020-03-14,4.0,0.0
10909,no_value,Czechia,2020-04-09,5569.0,112.0
27367,Arkansas,US,2020-01-28,0.0,0.0
12627,no_value,Ethiopia,2020-04-17,96.0,3.0
34363,Isle of Man,United Kingdom,2020-03-10,0.0,0.0
34025,Channel Islands,United Kingdom,2020-03-14,2.0,0.0
21621,no_value,Niger,2020-04-05,184.0,10.0
9522,Tibet,China,2020-03-21,1.0,0.0
20318,no_value,Morocco,2020-02-16,0.0,0.0
25619,no_value,Sudan,2020-04-13,29.0,4.0
5164,Nova Scotia,Canada,2020-02-24,0.0,0.0
15013,no_value,Guatemala,2020-04-09,95.0,3.0
856,no_value,Armenia,2020-03-19,115.0,0.0
20337,no_value,Morocco,2020-03-06,2.0,0.0
33023,Wisconsin,US,2020-04-07,2578.0,92.0
35031,no_value,Venezuela,2020-02-23,0.0,0.0
11545,no_value,Dominica,2020-02-21,0.0,0.0
26909,no_value,Turkey,2020-01-26,0.0,0.0
150,no_value,Albania,2020-02-26,0.0,0.0
25812,no_value,Sweden,2020-03-09,248.0,0.0
5364,Prince Edward Island,Canada,2020-01-27,0.0,0.0
21911,no_value,Norway,2020-02-13,0.0,0.0
18552,no_value,Lithuania,2020-04-14,1070.0,29.0
24750,no_value,Slovakia,2020-02-02,0.0,0.0
26908,no_value,Turkey,2020-01-25,0.0,0.0
164,no_value,Albania,2020-03-11,12.0,1.0
417,no_value,Andorra,2020-04-05,501.0,18.0
14159,no_value,Gabon,2020-02-13,0.0,0.0
5753,Yukon,Canada,2020-03-14,0.0,0.0
2019,no_value,Azerbaijan,2020-04-11,1058.0,11.0
9921,no_value,Colombia,2020-01-24,0.0,0.0
31240,Oklahoma,US,2020-01-25,0.0,0.0
29880,Mississippi,US,2020-02-02,0.0,0.0
33144,Wyoming,US,2020-04-14,282.0,1.0
11438,no_value,Djibouti,2020-02-28,0.0,0.0
5718,Yukon,Canada,2020-02-08,0.0,0.0
15467,no_value,Haiti,2020-04-07,25.0,1.0
5081,Northwest Territories,Canada,2020-03-26,1.0,0.0
12170,no_value,Equatorial Guinea,2020-04-16,51.0,0.0
12319,no_value,Estonia,2020-01-28,0.0,0.0
2425,no_value,Barbados,2020-02-21,0.0,0.0
12928,French Guiana,France,2020-03-07,5.0,0.0
5519,Quebec,Canada,2020-03-08,4.0,0.0
33664,Bermuda,United Kingdom,2020-02-24,0.0,0.0
12727,no_value,Fiji,2020-04-03,7.0,0.0
27088,Alabama,US,2020-03-31,987.0,23.0
30783,New York,US,2020-01-24,0.0,0.0
35125,no_value,Vietnam,2020-02-03,8.0,0.0
2994,no_value,Bhutan,2020-02-20,0.0,0.0
9719,Yunnan,China,2020-02-19,172.0,1.0
34706,no_value,United Kingdom,2020-03-11,456.0,8.0
12788,no_value,Finland,2020-02-10,1.0,0.0
8747,Qinghai,China,2020-04-13,18.0,0.0
32528,Virgin Islands,US,2020-02-28,0.0,0.0
18501,no_value,Lithuania,2020-02-23,0.0,0.0
34778,no_value,Uruguay,2020-01-29,0.0,0.0
31727,Rhode Island,US,2020-02-25,0.0,0.0
19114,no_value,Malaysia,2020-04-06,3793.0,62.0
8439,Macau,China,2020-01-24,2.0,0.0
20984,Curacao,Netherlands,2020-01-29,0.0,0.0
30058,Missouri,US,2020-04-06,2736.0,47.0
3463,no_value,Brazil,2020-03-04,4.0,0.0
13000,French Polynesia,France,2020-01-25,0.0,0.0
6880,Guangxi,China,2020-03-01,252.0,2.0
6973,Guizhou,China,2020-02-09,99.0,1.0
30333,Nevada,US,2020-01-30,0.0,0.0
26828,no_value,Tunisia,2020-02-28,0.0,0.0
15538,no_value,Holy See,2020-02-24,0.0,0.0
19974,no_value,Monaco,2020-02-14,0.0,0.0
12104,no_value,Equatorial Guinea,2020-02-10,0.0,0.0
7601,Hong Kong,China,2020-04-07,935.0,4.0
8824,Shaanxi,China,2020-03-07,245.0,1.0
20913,"Bonaire, Sint Eustatius and Saba",Netherlands,2020-03-12,0.0,0.0
35355,no_value,Western Sahara,2020-02-05,0.0,0.0
27496,California,US,2020-02-12,0.0,0.0
8269,Jilin,China,2020-03-22,93.0,1.0
20550,no_value,Namibia,2020-02-20,0.0,0.0
22618,no_value,Peru,2020-03-07,1.0,0.0
29596,Massachusetts,US,2020-03-31,6620.0,89.0
8035,Jiangsu,China,2020-03-16,631.0,0.0
34970,no_value,Uzbekistan,2020-04-16,1349.0,4.0
29479,Maryland,US,2020-03-28,995.0,5.0
466,no_value,Angola,2020-01-31,0.0,0.0
24935,no_value,Slovenia,2020-04-13,1212.0,55.0
31362,Oregon,US,2020-02-02,0.0,0.0
28908,Iowa,US,2020-03-27,235.0,3.0
29118,Kentucky,US,2020-03-09,0.0,0.0
12680,no_value,Fiji,2020-02-16,0.0,0.0
1781,Western Australia,Australia,2020-04-01,392.0,2.0
1088,New South Wales,Australia,2020-03-23,669.0,6.0
19173,no_value,Maldives,2020-02-11,0.0,0.0
18669,no_value,Luxembourg,2020-04-17,3480.0,72.0
34582,Turks and Caicos Islands,United Kingdom,2020-03-01,0.0,0.0
26965,no_value,Turkey,2020-03-22,1236.0,30.0
18419,no_value,Liechtenstein,2020-03-26,56.0,0.0
4284,no_value,Cambodia,2020-03-27,99.0,0.0
3924,no_value,Burma,2020-03-09,0.0,0.0
34129,Falkland Islands (Malvinas),United Kingdom,2020-03-04,0.0,0.0
12385,no_value,Estonia,2020-04-03,961.0,12.0
16952,no_value,Japan,2020-04-10,5530.0,99.0
26158,no_value,Taiwan*,2020-03-13,50.0,1.0
28691,Illinois,US,2020-04-07,12271.0,308.0
16091,no_value,Indonesia,2020-02-07,0.0,0.0
24800,no_value,Slovakia,2020-03-23,186.0,0.0
15566,no_value,Holy See,2020-03-23,1.0,0.0
12781,no_value,Finland,2020-02-03,1.0,0.0
28524,Idaho,US,2020-02-14,0.0,0.0
1188,Northern Territory,Australia,2020-03-09,0.0,0.0
34115,Falkland Islands (Malvinas),United Kingdom,2020-02-19,0.0,0.0
21627,no_value,Niger,2020-04-11,491.0,11.0
11812,no_value,Ecuador,2020-03-31,2240.0,75.0
8406,Liaoning,China,2020-04-14,145.0,2.0
4274,no_value,Cambodia,2020-03-17,33.0,0.0
10223,no_value,Congo (Kinshasa),2020-04-07,180.0,18.0
14829,no_value,Grenada,2020-01-30,0.0,0.0
31474,Pennsylvania,US,2020-01-31,0.0,0.0
17409,no_value,"Korea, South",2020-04-11,10480.0,211.0
26265,no_value,Tanzania,2020-03-06,0.0,0.0
19070,no_value,Malaysia,2020-02-22,22.0,0.0
25797,no_value,Sweden,2020-02-23,1.0,0.0
19746,no_value,Mexico,2020-02-14,0.0,0.0
22316,no_value,Panama,2020-04-16,3751.0,103.0
33000,Wisconsin,US,2020-03-15,32.0,0.0
18927,no_value,Malawi,2020-01-24,0.0,0.0
33363,no_value,Ukraine,2020-04-05,1308.0,37.0
1406,South Australia,Australia,2020-02-28,2.0,0.0
21670,no_value,Nigeria,2020-01-31,0.0,0.0
23667,no_value,Saint Lucia,2020-03-30,9.0,0.0
3374,no_value,Botswana,2020-03-29,0.0,0.0
30708,New Mexico,US,2020-03-03,0.0,0.0
20986,Curacao,Netherlands,2020-01-31,0.0,0.0
24335,no_value,Serbia,2020-03-14,46.0,0.0
16583,no_value,Israel,2020-03-14,155.0,0.0
9383,Tianjin,China,2020-02-25,135.0,3.0
11653,no_value,Dominican Republic,2020-02-15,0.0,0.0
17714,no_value,Kyrgyzstan,2020-03-05,0.0,0.0
9841,Zhejiang,China,2020-02-27,1205.0,1.0
28980,Kansas,US,2020-02-14,0.0,0.0
23905,no_value,San Marino,2020-04-09,333.0,34.0
8468,Macau,China,2020-02-22,10.0,0.0
26953,no_value,Turkey,2020-03-10,0.0,0.0
28071,Florida,US,2020-02-17,0.0,0.0
7430,Henan,China,2020-02-10,1073.0,6.0
13178,Guadeloupe,France,2020-03-29,106.0,4.0
29101,Kentucky,US,2020-02-21,0.0,0.0
34255,Gibraltar,United Kingdom,2020-03-16,1.0,0.0
32207,Texas,US,2020-03-20,394.0,5.0
18882,no_value,Madagascar,2020-04-02,59.0,0.0
28802,Indiana,US,2020-04-04,3953.0,116.0
21128,Sint Maarten,Netherlands,2020-02-28,0.0,0.0
35369,no_value,Western Sahara,2020-02-19,0.0,0.0
19999,no_value,Monaco,2020-03-10,1.0,0.0
23334,no_value,Russia,2020-04-08,8672.0,63.0
29765,Minnesota,US,2020-02-01,0.0,0.0
26257,no_value,Tanzania,2020-02-27,0.0,0.0
6900,Guangxi,China,2020-03-21,254.0,2.0
33717,Bermuda,United Kingdom,2020-04-17,83.0,5.0
2252,no_value,Bahrain,2020-04-16,1700.0,7.0
32734,Washington,US,2020-02-06,0.0,0.0
23387,no_value,Rwanda,2020-02-07,0.0,0.0
3460,no_value,Brazil,2020-03-01,2.0,0.0
21483,no_value,Nicaragua,2020-03-12,0.0,0.0
6123,no_value,Chile,2020-04-11,6927.0,73.0
5640,Saskatchewan,Canada,2020-03-15,2.0,0.0
6296,Beijing,China,2020-02-16,380.0,4.0
16652,no_value,Italy,2020-01-29,0.0,0.0
20606,no_value,Namibia,2020-04-16,16.0,0.0
10887,no_value,Czechia,2020-03-18,464.0,0.0
15081,no_value,Guinea,2020-02-23,0.0,0.0
12123,no_value,Equatorial Guinea,2020-02-29,0.0,0.0
23969,no_value,Sao Tome and Principe,2020-02-19,0.0,0.0
18723,no_value,MS Zaandam,2020-02-17,0.0,0.0
23094,no_value,Qatar,2020-03-27,562.0,0.0
16080,no_value,Indonesia,2020-01-27,0.0,0.0
387,no_value,Andorra,2020-03-06,1.0,0.0
24236,no_value,Senegal,2020-03-29,142.0,0.0
17685,no_value,Kyrgyzstan,2020-02-05,0.0,0.0
16110,no_value,Indonesia,2020-02-26,0.0,0.0
3539,no_value,Brunei,2020-01-26,0.0,0.0
18311,no_value,Libya,2020-04-01,10.0,0.0
28119,Florida,US,2020-04-05,12350.0,221.0
28635,Illinois,US,2020-02-11,0.0,0.0
17936,no_value,Latvia,2020-02-28,0.0,0.0
12020,no_value,El Salvador,2020-03-11,0.0,0.0
23780,no_value,Saint Vincent and the Grenadines,2020-03-29,1.0,0.0
1952,no_value,Azerbaijan,2020-02-04,0.0,0.0
8680,Qinghai,China,2020-02-06,18.0,0.0
14662,no_value,Ghana,2020-03-31,161.0,5.0
16885,no_value,Japan,2020-02-03,20.0,0.0
28096,Florida,US,2020-03-13,50.0,2.0
12472,no_value,Eswatini,2020-03-07,0.0,0.0
6966,Guizhou,China,2020-02-02,38.0,0.0
34803,no_value,Uruguay,2020-02-23,0.0,0.0
34387,Isle of Man,United Kingdom,2020-04-03,114.0,1.0
21481,no_value,Nicaragua,2020-03-10,0.0,0.0
1271,Queensland,Australia,2020-02-07,5.0,0.0
19540,no_value,Mauritania,2020-03-07,0.0,0.0
2131,no_value,Bahamas,2020-04-09,41.0,8.0
23887,no_value,San Marino,2020-03-22,175.0,20.0
24549,no_value,Sierra Leone,2020-02-29,0.0,0.0
16426,no_value,Ireland,2020-01-31,0.0,0.0
8735,Qinghai,China,2020-04-01,18.0,0.0
161,no_value,Albania,2020-03-08,0.0,0.0
14554,no_value,Germany,2020-04-06,103374.0,1810.0
18053,no_value,Lebanon,2020-03-02,13.0,0.0
25207,no_value,South Sudan,2020-02-03,0.0,0.0
23568,no_value,Saint Kitts and Nevis,2020-04-14,14.0,0.0
20558,no_value,Namibia,2020-02-28,0.0,0.0
19181,no_value,Maldives,2020-02-19,0.0,0.0
16704,no_value,Italy,2020-03-21,53578.0,4825.0
526,no_value,Angola,2020-03-31,7.0,2.0
13154,Guadeloupe,France,2020-03-05,0.0,0.0
5663,Saskatchewan,Canada,2020-04-07,260.0,3.0
6233,Anhui,China,2020-04-07,990.0,6.0
10540,no_value,Croatia,2020-03-13,32.0,0.0
5246,Ontario,Canada,2020-01-23,0.0,0.0
1494,Tasmania,Australia,2020-02-02,0.0,0.0
35608,no_value,Zimbabwe,2020-03-01,0.0,0.0
7937,Inner Mongolia,China,2020-04-01,111.0,1.0
31487,Pennsylvania,US,2020-02-13,0.0,0.0
16010,no_value,India,2020-03-11,62.0,1.0
15785,no_value,Hungary,2020-03-14,30.0,0.0
7706,Hubei,China,2020-03-29,67801.0,3182.0
5041,Northwest Territories,Canada,2020-02-15,0.0,0.0
30830,New York,US,2020-03-11,220.0,0.0
19464,no_value,Malta,2020-04-14,393.0,3.0
33068,Wyoming,US,2020-01-29,0.0,0.0
13828,Saint Pierre and Miquelon,France,2020-02-24,0.0,0.0
31930,South Dakota,US,2020-01-31,0.0,0.0
31485,Pennsylvania,US,2020-02-11,0.0,0.0
10052,no_value,Congo (Brazzaville),2020-02-10,0.0,0.0
410,no_value,Andorra,2020-03-29,334.0,6.0
34213,Gibraltar,United Kingdom,2020-02-03,0.0,0.0
20096,no_value,Mongolia,2020-02-22,0.0,0.0
16903,no_value,Japan,2020-02-21,105.0,1.0
16105,no_value,Indonesia,2020-02-21,0.0,0.0
25462,no_value,Sri Lanka,2020-03-01,1.0,0.0
31077,North Dakota,US,2020-03-30,109.0,2.0
12733,no_value,Fiji,2020-04-09,15.0,0.0
31093,North Dakota,US,2020-04-15,365.0,9.0
16777,no_value,Jamaica,2020-02-09,0.0,0.0
18869,no_value,Madagascar,2020-03-20,3.0,0.0
27396,Arkansas,US,2020-02-26,0.0,0.0
29015,Kansas,US,2020-03-20,44.0,1.0
26131,no_value,Taiwan*,2020-02-15,18.0,0.0
33936,Cayman Islands,United Kingdom,2020-04-08,45.0,1.0
973,Australian Capital Territory,Australia,2020-03-22,19.0,0.0
2306,no_value,Bangladesh,2020-02-16,0.0,0.0
29717,Michigan,US,2020-04-07,18970.0,845.0
34593,Turks and Caicos Islands,United Kingdom,2020-03-12,0.0,0.0
34826,no_value,Uruguay,2020-03-17,29.0,0.0
31880,South Carolina,US,2020-04-04,1917.0,40.0
30050,Missouri,US,2020-03-29,915.0,13.0
2515,no_value,Belarus,2020-01-28,0.0,0.0
16248,no_value,Iran,2020-03-21,20610.0,1556.0
3434,no_value,Brazil,2020-02-04,0.0,0.0
16836,no_value,Jamaica,2020-04-08,63.0,4.0
9834,Zhejiang,China,2020-02-20,1175.0,1.0
197,no_value,Albania,2020-04-13,467.0,23.0
4024,no_value,Burundi,2020-02-24,0.0,0.0
929,Australian Capital Territory,Australia,2020-02-07,0.0,0.0
13459,New Caledonia,France,2020-01-28,0.0,0.0
1525,Tasmania,Australia,2020-03-04,1.0,0.0
27754,Connecticut,US,2020-03-13,11.0,0.0
21847,no_value,North Macedonia,2020-04-03,430.0,12.0
12353,no_value,Estonia,2020-03-02,1.0,0.0
23105,no_value,Qatar,2020-04-07,2057.0,6.0
10611,no_value,Cuba,2020-01-30,0.0,0.0
13136,Guadeloupe,France,2020-02-16,0.0,0.0
14406,no_value,Georgia,2020-03-03,3.0,0.0
11426,no_value,Djibouti,2020-02-16,0.0,0.0
268,no_value,Algeria,2020-03-01,1.0,0.0
34729,no_value,United Kingdom,2020-04-03,38168.0,3605.0
1281,Queensland,Australia,2020-02-17,5.0,0.0
22694,no_value,Philippines,2020-01-29,0.0,0.0
20347,no_value,Morocco,2020-03-16,29.0,1.0
28278,Guam,US,2020-01-27,0.0,0.0
27071,Alabama,US,2020-03-14,6.0,0.0
6876,Guangxi,China,2020-02-26,252.0,2.0
4575,British Columbia,Canada,2020-02-05,2.0,0.0
10091,no_value,Congo (Brazzaville),2020-03-20,3.0,0.0
16418,no_value,Ireland,2020-01-23,0.0,0.0
8573,Ningxia,China,2020-02-13,64.0,0.0
15360,no_value,Guyana,2020-04-14,47.0,6.0
5062,Northwest Territories,Canada,2020-03-07,0.0,0.0
10334,no_value,Costa Rica,2020-04-04,435.0,2.0
5100,Northwest Territories,Canada,2020-04-14,5.0,0.0
2969,no_value,Bhutan,2020-01-26,0.0,0.0
25880,no_value,Switzerland,2020-01-23,0.0,0.0
8614,Ningxia,China,2020-03-25,75.0,0.0
7131,Hainan,China,2020-03-24,168.0,6.0
21100,Sint Maarten,Netherlands,2020-01-31,0.0,0.0
20305,no_value,Morocco,2020-02-03,0.0,0.0
11636,no_value,Dominican Republic,2020-01-29,0.0,0.0
2763,no_value,Belize,2020-02-17,0.0,0.0
23371,no_value,Rwanda,2020-01-22,0.0,0.0
29265,Louisiana,US,2020-04-11,20014.0,806.0
23622,no_value,Saint Lucia,2020-02-14,0.0,0.0
30796,New York,US,2020-02-06,0.0,0.0
34397,Isle of Man,United Kingdom,2020-04-13,242.0,2.0
656,no_value,Antigua and Barbuda,2020-04-16,23.0,3.0
14508,no_value,Germany,2020-02-20,16.0,0.0
33934,Cayman Islands,United Kingdom,2020-04-06,39.0,1.0
29790,Minnesota,US,2020-02-26,0.0,0.0
31734,Rhode Island,US,2020-03-03,0.0,0.0
17401,no_value,"Korea, South",2020-04-03,10062.0,174.0
1975,no_value,Azerbaijan,2020-02-27,0.0,0.0
14199,no_value,Gabon,2020-03-24,6.0,1.0
18871,no_value,Madagascar,2020-03-22,3.0,0.0
22274,no_value,Panama,2020-03-05,0.0,0.0
25313,no_value,Spain,2020-01-26,0.0,0.0
19733,no_value,Mexico,2020-02-01,0.0,0.0
30042,Missouri,US,2020-03-21,74.0,3.0
2478,no_value,Barbados,2020-04-14,72.0,4.0
33451,no_value,United Arab Emirates,2020-03-10,74.0,0.0
14168,no_value,Gabon,2020-02-22,0.0,0.0
3846,no_value,Burkina Faso,2020-04-14,528.0,30.0
13522,New Caledonia,France,2020-03-31,16.0,0.0
1901,no_value,Austria,2020-04-07,12639.0,243.0
1446,South Australia,Australia,2020-04-08,415.0,2.0
21037,Curacao,Netherlands,2020-03-22,3.0,1.0
4740,Manitoba,Canada,2020-03-27,39.0,1.0
28747,Indiana,US,2020-02-09,0.0,0.0
31352,Oregon,US,2020-01-23,0.0,0.0
1179,Northern Territory,Australia,2020-02-29,0.0,0.0
26373,no_value,Thailand,2020-02-29,42.0,0.0
24867,no_value,Slovenia,2020-02-05,0.0,0.0
20865,"Bonaire, Sint Eustatius and Saba",Netherlands,2020-01-24,0.0,0.0
7952,Inner Mongolia,China,2020-04-16,193.0,1.0
24579,no_value,Sierra Leone,2020-03-30,0.0,0.0
25780,no_value,Sweden,2020-02-06,1.0,0.0
17688,no_value,Kyrgyzstan,2020-02-08,0.0,0.0
32402,Vermont,US,2020-02-16,0.0,0.0
9087,Shanghai,China,2020-04-11,555.0,7.0
5647,Saskatchewan,Canada,2020-03-22,52.0,0.0
25083,no_value,South Africa,2020-01-24,0.0,0.0
31246,Oklahoma,US,2020-01-31,0.0,0.0
17620,no_value,Kuwait,2020-03-25,195.0,0.0
28681,Illinois,US,2020-03-28,3491.0,47.0
29421,Maryland,US,2020-01-30,0.0,0.0
8332,Liaoning,China,2020-01-31,48.0,0.0
9028,Shanghai,China,2020-02-12,311.0,1.0
30276,Nebraska,US,2020-03-27,82.0,0.0
5946,no_value,Chad,2020-02-08,0.0,0.0
29612,Massachusetts,US,2020-04-16,32181.0,1108.0
34480,Montserrat,United Kingdom,2020-03-13,0.0,0.0
4503,Alberta,Canada,2020-03-18,97.0,0.0
13186,Guadeloupe,France,2020-04-06,135.0,7.0
7801,Hunan,China,2020-03-10,1018.0,4.0
17517,no_value,Kosovo,2020-04-05,145.0,1.0
24667,no_value,Singapore,2020-03-04,110.0,0.0
12342,no_value,Estonia,2020-02-20,0.0,0.0
31043,North Dakota,US,2020-02-25,0.0,0.0
2676,no_value,Belgium,2020-03-15,886.0,4.0
9041,Shanghai,China,2020-02-25,336.0,3.0
5629,Saskatchewan,Canada,2020-03-04,0.0,0.0
28191,Georgia,US,2020-02-23,0.0,0.0
25264,no_value,South Sudan,2020-03-31,0.0,0.0
15207,no_value,Guinea-Bissau,2020-03-06,0.0,0.0
21918,no_value,Norway,2020-02-20,0.0,0.0
4796,New Brunswick,Canada,2020-01-29,0.0,0.0
28175,Georgia,US,2020-02-07,0.0,0.0
20374,no_value,Morocco,2020-04-12,1661.0,118.0
2697,no_value,Belgium,2020-04-05,19691.0,1447.0
23070,no_value,Qatar,2020-03-03,7.0,0.0
9728,Yunnan,China,2020-02-28,174.0,2.0
10882,no_value,Czechia,2020-03-13,141.0,0.0
4570,British Columbia,Canada,2020-01-31,1.0,0.0
4447,Alberta,Canada,2020-01-22,0.0,0.0
9482,Tibet,China,2020-02-10,1.0,0.0
9541,Tibet,China,2020-04-09,1.0,0.0
32071,Tennessee,US,2020-02-27,0.0,0.0
16764,no_value,Jamaica,2020-01-27,0.0,0.0
35586,no_value,Zimbabwe,2020-02-08,0.0,0.0
9271,Sichuan,China,2020-02-27,534.0,3.0
47,no_value,Afghanistan,2020-03-08,4.0,0.0
34894,no_value,Uzbekistan,2020-01-31,0.0,0.0
3574,no_value,Brunei,2020-03-01,0.0,0.0
18488,no_value,Lithuania,2020-02-10,0.0,0.0
16553,no_value,Israel,2020-02-13,0.0,0.0
19517,no_value,Mauritania,2020-02-13,0.0,0.0
7450,Henan,China,2020-03-01,1272.0,22.0
34226,Gibraltar,United Kingdom,2020-02-16,0.0,0.0
32665,Virginia,US,2020-03-22,220.0,6.0
9876,Zhejiang,China,2020-04-02,1258.0,1.0
13353,Mayotte,France,2020-02-05,0.0,0.0
3888,no_value,Burma,2020-02-02,0.0,0.0
15556,no_value,Holy See,2020-03-13,1.0,0.0
25563,no_value,Sudan,2020-02-17,0.0,0.0
3720,no_value,Bulgaria,2020-04-02,457.0,10.0
22285,no_value,Panama,2020-03-16,55.0,1.0
11921,no_value,Egypt,2020-03-26,495.0,24.0
31881,South Carolina,US,2020-04-05,2049.0,44.0
35167,no_value,Vietnam,2020-03-16,61.0,0.0
13075,French Polynesia,France,2020-04-09,51.0,0.0
34628,Turks and Caicos Islands,United Kingdom,2020-04-16,11.0,1.0
34719,no_value,United Kingdom,2020-03-24,8077.0,422.0
135,no_value,Albania,2020-02-11,0.0,0.0
1740,Western Australia,Australia,2020-02-20,0.0,0.0
4159,no_value,Cabo Verde,2020-03-16,0.0,0.0
